locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b0219,yafV,NC_000913.3,,239419,240189,-,2-oxoglutaramate amidase,Function unknown,Q47679,Op110
b0220,ivy,NC_000913.3,,240343,240816,+,periplasmic chaperone%2C inhibitor of vertebrate C-type lysozyme,"Post-translational modification, protein turnover, and chaperones",P0AD59,Op111
b0221,fadE,NC_000913.3,,240859,243303,-,acyl-CoA dehydrogenase,Lipid transport and metabolism,Q47146,Op112
b0222,gmhA,NC_000913.3,,243543,244121,+,D-sedoheptulose 7-phosphate isomerase,Carbohydrate transport and metabolism,P63224,Op113
b0223,yafJ,NC_000913.3,,244327,245094,+,putative glutamine amidotransferase YafJ,Function unknown,Q47147,Op114
b0224,ldtF,NC_000913.3,,245065,245805,-,L%2CD-transpeptidase domain-containing protein LdtF,Cell wall/membrane/envelope biogenesis,P0AA99,Op115
b0225,yafQ,NC_000913.3,,245961,246239,-,ribosome-dependent mRNA interferase toxin YafQ,Function unknown,Q47149,Op116
b0226,dinJ,NC_000913.3,,246242,246502,-,antitoxin/DNA-binding transcriptional repressor DinJ,Transcription,Q47150,Op116
b0227,yafL,NC_000913.3,,246712,247461,+,NlpC/P60 family protein YafL,Cell wall/membrane/envelope biogenesis,Q47151,Op117
b0228,rayT,NC_000913.3,,247637,248134,+,REP-associated tyrosine transposase,"Replication, recombination and repair",Q47152,Op118
b0231,dinB,NC_000913.3,,250898,251953,+,DNA polymerase IV,"Replication, recombination and repair",Q47155,Op119
b0232,yafN,NC_000913.3,,252005,252298,+,antitoxin YafN,"Cell cycle control, cell division, chromosome partitioning",Q47156,Op119
b0233,yafO,NC_000913.3,,252301,252699,+,ribosome-dependent mRNA interferase toxin YafO,Function unknown,Q47157,Op119
b0234,yafP,NC_000913.3,,252709,253161,+,putative acyltransferase with acyl-CoA N-acyltransferase domain,Transcription,Q47158,Op119
b0237,pepD,NC_000913.3,,254259,255716,-,peptidase D,Amino acid transport and metabolism,P15288,Op120
b0238,gpt,NC_000913.3,,255977,256435,+,xanthine-guanine phsophoribosyltransferase,Nucleotide transport and metabolism,P0A9M5,Op121
b0239,frsA,NC_000913.3,,256527,257771,+,fermentation-respiration switch protein,Function unknown,P04335,Op122
b0240,crl,NC_000913.3,,257829,257899,+,RNA polymerase holoenzyme assembly factor Crl,No COG annotation,,Op16
b4710,insB9,NC_000913.3,,257923,258426,-,IS1 transposase B,"Replication, recombination and repair",UPI00000002DE,Op16
b4709,insA9,NC_000913.3,,258345,258620,-,IS1 repressor TnpA,"Replication, recombination and repair",UPI00000009E0,Op16
b0241,phoE,NC_000913.3,,259045,260100,-,outer membrane porin PhoE,Cell wall/membrane/envelope biogenesis,P02932,Op123
b0242,proB,NC_000913.3,,260388,261491,+,glutamate 5-kinase,Nucleotide transport and metabolism,P0A7B5,Op124
b0243,proA,NC_000913.3,,261503,262756,+,glutamate-5-semialdehyde dehydrogenase,Amino acid transport and metabolism,P07004,Op124
b0245,ykfI,NC_000913.3,,263328,263669,-,CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system,Function unknown,P77692,Op125
b0246,yafW,NC_000913.3,,263690,264007,-,antitoxin of the YkfI-YafW toxin-antitoxin pair,Function unknown,Q47684,Op125
b4504,ykfH,NC_000913.3,,264026,264247,-,DUF987 domain-containing protein YkfH,Function unknown,Q9XB42,Op125
b0247,ykfG,NC_000913.3,,264256,264732,-,CP4-6 prophage%3B RadC-like JAB domain-containing protein YkfG,Amino acid transport and metabolism,Q47685,Op125
b0248,yafX,NC_000913.3,,264748,265206,-,CP4-6 prophage%3B protein YafX,Function unknown,P75676,Op125
b0249,ykfF,NC_000913.3,,265304,265543,-,CP4-6 prophage%3B protein YkfF,Function unknown,P75677,Op125
b0250,ykfB,NC_000913.3,,265620,266087,-,CP4-6 prophage%3B protein YkfB,No COG annotation,P77162,Op125
b0251,yafY,NC_000913.3,,266110,266553,-,CP4-6 prophage%3B inner membrane lipoprotein YafY,Transcription,P77365,Op125
b0252,yafZ,NC_000913.3,,267184,268005,-,CP4-6 prophage%3B DUF932 domain-containing protein YafZ,Function unknown,P77206,Op126
b0253,ykfA,NC_000913.3,,268097,268960,-,CP4-6 prophage%3B putative GTP-binding protein YkfA,Function unknown,P75678,Op126
b0254,perR,NC_000913.3,,269289,270182,-,CP4-6 prophage%3B putative transcriptional regulator PerR,Transcription,Q57083,Op127
b4587,insN,NC_000913.3,,270278,270540,+,CP4-6 prophage%3B IS911A regulator fragment,"Translation, ribosomal structure and biogenesis",,Op128
b0256,insI1,NC_000913.3,,270603,271754,+,IS30 transposase,"Replication, recombination and repair",P0CF88,Op128
b0258,ykfC,NC_000913.3,,272847,273992,+,CP4-6 prophage%3B PF00078 domain-containing protein YkfC,"Replication, recombination and repair",UPI00005288C6,Op129
b0259,insH1,NC_000913.3,,274101,275081,-,CP4-6 prophage%3B IS5 transposase and trans-activator,"Replication, recombination and repair",UPI000009AF5B,Op130
b0260,mmuP,NC_000913.3,,275325,276728,+,CP4-6 prophage%3B S-methyl-L-methionine transporter,Amino acid transport and metabolism,Q47689,Op131
b0261,mmuM,NC_000913.3,,276715,277647,+,CP4-6 prophage%3B homocysteine S-methyltransferase,Amino acid transport and metabolism,Q47690,Op131
b0262,afuC,NC_000913.3,,277756,278802,-,CP4-6 prophage%3B ABC transporter ATP-binding protein AfuC,Amino acid transport and metabolism,P37009,Op132
b0264,insB2,NC_000913.3,,279178,279681,-,IS1 protein InsB,"Replication, recombination and repair",P0CF26,Op132
b0265,insA2,NC_000913.3,,279600,279875,-,IS1 protein InsA,"Replication, recombination and repair",P0CF08,Op132
b0266,yagB,NC_000913.3,,280385,280735,-,CP4-6 prophage%3B orphan antitoxin YagB,Function unknown,UPI000013A09F,Op133
b0267,yagA,NC_000913.3,,280829,281983,-,CP4-6 prophage%3B integrase core domain-containing protein YagA,"Replication, recombination and repair",P37007,Op133
b0268,yagE,NC_000913.3,,282278,283186,+,CP4-6 prophage%3B putative 2-dehydro-3-deoxygluconate aldolase,Amino acid transport and metabolism,P75682,Op134
b0269,yagF,NC_000913.3,,283201,285168,+,CP4-6 prophage%3B D-xylonate dehydratase,Amino acid transport and metabolism,P77596,Op134
b0270,yagG,NC_000913.3,,285395,286777,+,CP4-6 prophage%3B putative D-xylonate transporter YagG,Carbohydrate transport and metabolism,P75683,Op135
b0271,yagH,NC_000913.3,,286789,288399,+,CP4-6 prophage%3B putative xylosidase/arabinosidase,Carbohydrate transport and metabolism,P77713,Op135
b0272,xynR,NC_000913.3,,288404,289162,-,CP4-6 prophage%3B DNA-binding transcriptional repressor XynR,Transcription,P77300,Op136
b0273,argF,NC_000913.3,,289301,290305,-,CP4-6 prophage%3B ornithine carbamoyltransferase ArgF,Amino acid transport and metabolism,P06960,Op137
b4766,argL,NC_000913.3,,290275,290370,-,putative translational regulatory protein ArgL,No COG annotation,UPI00107E63E8,Op16
b4688,ykgS,NC_000913.3,,290510,290638,+,CP4-6 prophage%3B protein YkgS,No COG annotation,UPI0002C9E6EE,Op16
b0274,insB3,NC_000913.3,,290649,291152,-,IS1 protein InsB,"Replication, recombination and repair",P0CF26,Op138
b0275,insA3,NC_000913.3,,291071,291346,-,IS1 protein InsA,"Replication, recombination and repair",P0CF08,Op138
b0276,yagJ,NC_000913.3,,291500,292231,+,CP4-6 prophage%3B protein YagJ,Transcription,UPI000013A0A9,Op139
b0277,yagK,NC_000913.3,,292322,292948,-,CP4-6 prophage%3B uncharacterized protein YagK,Function unknown,P77657,Op140
b0278,yagL,NC_000913.3,,293220,293918,-,CP4-6 prophage%3B resolvase-like catalytic domain-containing protein YagL,"Replication, recombination and repair",P77607,Op141
b0279,yagM,NC_000913.3,,293945,294799,-,CP4-6 prophage%3B protein YagM,No COG annotation,P71296,Op141
b4729,ykgV,NC_000913.3,,294918,295142,-,CP4-6 prophage%3B protein YkgV,No COG annotation,UPI0001DE566D,Op16
b0280,yagN,NC_000913.3,,295139,295579,-,CP4-6 prophage%3B protein YagN,No COG annotation,P71297,Op142
b0281,intF,NC_000913.3,,295696,297096,-,CP4-6 prophage%3B putative phage integrase,"Translation, ribosomal structure and biogenesis",P71298,Op143
b0282,yagP,NC_000913.3,,297381,297791,-,putative LysR family substrate binding domain-containing protein YagP,Transcription,UPI000013A0AE,Op144
b0283,paoD,NC_000913.3,,297770,298726,-,molybdenum cofactor insertion chaperone PaoD,"Post-translational modification, protein turnover, and chaperones",P77183,Op145
b0284,paoC,NC_000913.3,,298736,300934,-,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,Nucleotide transport and metabolism,P77489,Op145
b0285,paoB,NC_000913.3,,300931,301887,-,aldehyde dehydrogenase%2C FAD-binding subunit,Nucleotide transport and metabolism,P77324,Op145
b0286,paoA,NC_000913.3,,301884,302573,-,aldehyde dehydrogenase%2C Fe-S subunit,Nucleotide transport and metabolism,P77165,Op145
b0287,yagU,NC_000913.3,,302991,303605,+,inner membrane protein that contributes to acid resistance,Function unknown,P0AAA1,Op146
b0288,ykgJ,NC_000913.3,,303853,304182,-,putative zinc- or iron-chelating domain-containing protein YkgJ,Function unknown,P0AAL9,Op147
b0289,ecpE,NC_000913.3,,304495,305205,-,putative fimbrial chaperone EcpE,Cell motility,P77263,Op148
b0290,ecpD,NC_000913.3,,305174,306817,-,fimbrial adhesin EcpD,Function unknown,P77694,Op148
b0291,ecpC,NC_000913.3,,306807,309332,-,putative fimbrial usher protein EcpC,Cell motility,P77802,Op148
b0292,ecpB,NC_000913.3,,309358,310026,-,putative fimbrial chaperone EcpB,Cell wall/membrane/envelope biogenesis,P77188,Op148
b0293,ecpA,NC_000913.3,,310084,310671,-,common pilus major subunit,Function unknown,P0AAA3,Op149
b0294,ecpR,NC_000913.3,,310746,311336,-,DNA-binding transcriptional dual regulator MatA,Transcription,P71301,Op150
b0295,ykgL,NC_000913.3,,312112,312339,+,uncharacterized protein YkgL,No COG annotation,P56257,Op151
b4506,ykgO,NC_000913.3,,312374,312514,-,50S ribosomal subunit protein L36B,"Translation, ribosomal structure and biogenesis",Q2EEQ2,Op152
b0296,ykgM,NC_000913.3,,312514,312777,-,50S ribosomal subunit protein L31B,"Translation, ribosomal structure and biogenesis",P0A7N1,Op152
b4671,ykgR,NC_000913.3,,313141,313242,-,putative membrane protein YkgR,No COG annotation,C1P5Z8,Op153
b0298,insE1,NC_000913.3,,315291,315590,+,IS3 element protein InsE,"Replication, recombination and repair",P0CF66,Op154
b0299,insF1,NC_000913.3,,315587,316453,+,IS3 element protein InsF,"Replication, recombination and repair",P0CF79,Op154
b0301,rclC,NC_000913.3,,317726,318319,-,reactive chlorine species resistance protein C,Function unknown,P75685,Op155
b0303,rclB,NC_000913.3,,318331,318567,-,DUF1471 domain-containing protein RclB,Function unknown,P75687,Op155
b0304,rclA,NC_000913.3,,318676,320001,-,cupric reductase RclA,Energy production and conversion,P77212,Op155
b0305,rclR,NC_000913.3,,320227,321081,+,DNA-binding transcriptional activator RclR,Transcription,P77379,Op156
b0306,ykgE,NC_000913.3,,321608,322327,+,putative lactate utilization oxidoreductase YkgE,Energy production and conversion,P77252,Op157
b0307,ykgF,NC_000913.3,,322338,323765,+,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,Energy production and conversion,P77536,Op157
b0308,ykgG,NC_000913.3,,323758,324453,+,DUF162 domain-containing lactate utilization protein YkgG,Function unknown,P77433,Op157
b0310,ykgH,NC_000913.3,,324696,325364,-,uncharacterized protein YkgH,No COG annotation,P77180,Op158
b0311,betA,NC_000913.3,,325577,327247,-,choline dehydrogenase,Amino acid transport and metabolism,P17444,Op159
b0312,betB,NC_000913.3,,327261,328733,-,betaine aldehyde dehydrogenase,Energy production and conversion,P17445,Op159
b0313,betI,NC_000913.3,,328747,329334,-,DNA-binding transcriptional repressor BetI,Transcription,P17446,Op159
b0314,betT,NC_000913.3,,329463,331496,+,choline:H(+) symporter,Cell wall/membrane/envelope biogenesis,P0ABC9,Op160
b4730,yahV,NC_000913.3,,331802,331876,+,protein YahV,No COG annotation,UPI000E466563,Op16
b0315,pdeL,NC_000913.3,,332371,333459,+,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL,Transcription,P21514,Op161
b0316,yahB,NC_000913.3,,333501,334433,-,putative LysR-type DNA-binding transcriptional regulator YahB,Transcription,P77700,Op162
b0317,yahC,NC_000913.3,,334525,335022,-,uncharacterized protein YahC,Function unknown,P77219,Op163
b0318,yahD,NC_000913.3,,335280,335885,+,ankyrin repeat-containing protein YahD,Function unknown,P77736,Op164
b0319,yahE,NC_000913.3,,335925,336788,+,DUF2877 domain-containing protein YahE,Function unknown,P77297,Op164
b0320,yahF,NC_000913.3,,336778,338325,+,putative acyl-CoA synthetase YahF,Energy production and conversion,P77187,Op164
b0321,yahG,NC_000913.3,,338325,339743,+,DUF1116 domain-containing protein YahG,Energy production and conversion,P77221,Op164
b0322,yahH,NC_000913.3,,339769,340089,+,putative uncharacterized protein YahH,No COG annotation,UPI000013A0C4,Op165
b0323,yahI,NC_000913.3,,340165,341115,+,carbamate kinase-like protein YahI,Amino acid transport and metabolism,P77624,Op166
b0324,yahJ,NC_000913.3,,341125,342507,+,putative deaminase with metallo-dependent hydrolase domain,Nucleotide transport and metabolism,P77554,Op166
b0325,yahK,NC_000913.3,,342884,343933,+,aldehyde reductase%2C NADPH-dependent,Function unknown,P75691,Op167
b0326,yahL,NC_000913.3,,344176,344991,+,uncharacterized protein YahL,No COG annotation,P77393,Op168
b0327,yahM,NC_000913.3,,345404,345649,+,uncharacterized protein YahM,No COG annotation,P75692,Op169
b0328,yahN,NC_000913.3,,345666,346337,-,putative amino acid exporter YahN,Amino acid transport and metabolism,P75693,Op170
b0329,yahO,NC_000913.3,,346484,346759,+,DUF1471 domain-containing protein YahO,Function unknown,P75694,Op171
b0330,prpR,NC_000913.3,,346857,348443,-,DNA-binding transcriptional dual regulator PrpR,Transcription,P77743,Op172
b0331,prpB,NC_000913.3,,348682,349572,+,2-methylisocitrate lyase,Carbohydrate transport and metabolism,P77541,Op173
b0333,prpC,NC_000913.3,,350012,351181,+,2-methylcitrate synthase,Energy production and conversion,P31660,Op173
b0334,prpD,NC_000913.3,,351215,352666,+,2-methylcitrate dehydratase,Function unknown,P77243,Op173
b0335,prpE,NC_000913.3,,352706,354592,+,propionyl-CoA synthetase,Lipid transport and metabolism,P77495,Op173
b0336,codB,NC_000913.3,,354922,356181,+,cytosine transporter,Nucleotide transport and metabolism,P0AA82,Op174
b0337,codA,NC_000913.3,,356171,357454,+,cytosine/isoguanine deaminase,Nucleotide transport and metabolism,P25524,Op174
b0338,cynR,NC_000913.3,,357791,358690,-,DNA-binding transcriptional dual regulator CynR,Transcription,P27111,Op175
b0339,cynT,NC_000913.3,,358799,359458,+,carbonic anhydrase 1,Inorganic ion transport and metabolism,P0ABE9,Op176
b0340,cynS,NC_000913.3,,359489,359959,+,cyanase,Inorganic ion transport and metabolism,P00816,Op176
b0341,cynX,NC_000913.3,,359992,361146,+,cyanate transporter,Inorganic ion transport and metabolism,P17583,Op176
b0342,lacA,NC_000913.3,,361249,361860,-,galactoside O-acetyltransferase,Function unknown,P07464,Op177
b0343,lacY,NC_000913.3,,361926,363179,-,lactose permease,Inorganic ion transport and metabolism,P02920,Op177
b0344,lacZ,NC_000913.3,,363231,366305,-,beta-galactosidase,Carbohydrate transport and metabolism,G0ZKW2,Op177
b0345,lacI,NC_000913.3,,366428,367510,-,DNA-binding transcriptional repressor LacI,Transcription,A0A4D6FVL5,Op178
b0346,mhpR,NC_000913.3,,367587,368420,-,DNA-binding transcriptional activator MhpR,Transcription,P77569,Op178
b0347,mhpA,NC_000913.3,,368611,370275,+,3-(3-hydroxyphenyl)propanoate hydroxylase,Energy production and conversion,P77397,Op179
b0348,mhpB,NC_000913.3,,370277,371221,+,3-carboxyethylcatechol 2%2C3-dioxygenase,Function unknown,P0ABR9,Op179
b0349,mhpC,NC_000913.3,,371239,372105,+,2-hydroxy-6-ketonona-2%2C4-dienedioate hydrolase,Function unknown,P77044,Op179
b0350,mhpD,NC_000913.3,,372115,372924,+,2-hydroxypentadienoate hydratase,"Secondary metabolites biosynthesis, transport, and catabolism",P77608,Op179
b0351,mhpF,NC_000913.3,,372921,373871,+,acetaldehyde dehydrogenase (acetylating) MhpF,"Secondary metabolites biosynthesis, transport, and catabolism",P77580,Op179
b0352,mhpE,NC_000913.3,,373868,374881,+,4-hydroxy-2-oxovalerate aldolase,Amino acid transport and metabolism,P51020,Op179
b0353,mhpT,NC_000913.3,,375459,376670,+,3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter,Inorganic ion transport and metabolism,P77589,Op180
b0354,yaiL,NC_000913.3,,376772,377311,+,DUF2058 domain-containing protein YaiL,Function unknown,P51024,Op181
b0355,frmB,NC_000913.3,,377535,378368,-,S-formylglutathione hydrolase FrmB,Function unknown,P51025,Op182
b0356,frmA,NC_000913.3,,378462,379571,-,S-(hydroxymethyl)glutathione dehydrogenase,Energy production and conversion,P25437,Op182
b0357,frmR,NC_000913.3,,379606,379881,-,DNA-binding transcriptional repressor FrmR,Transcription,P0AAP3,Op182
b0358,yaiO,NC_000913.3,,380069,380842,-,outer membrane protein YaiO,No COG annotation,Q47534,Op183
b4579,yaiX,NC_000913.3,,380844,381260,-,putative acyltransferase%2C N-terminal fragment,"Translation, ribosomal structure and biogenesis",,Op184
b0360,insC1,NC_000913.3,,381351,381716,+,IS2 element protein InsA,"Replication, recombination and repair",P0CF40,Op185
b0361,insD1,NC_000913.3,,381674,382579,+,IS2 element protein,"Replication, recombination and repair",P0CF53,Op185
b0363,yaiP,NC_000913.3,,382739,383935,-,putative glucosyltransferase,Cell wall/membrane/envelope biogenesis,Q47536,Op186
b4731,ykiC,NC_000913.3,,383960,384079,+,protein YkiC,No COG annotation,UPI000E466553,Op16
b0364,yaiS,NC_000913.3,,384059,384616,-,putative deacetylase YaiS,Function unknown,P71311,Op187
b0365,tauA,NC_000913.3,,385232,386194,+,taurine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,Q47537,Op188
b0366,tauB,NC_000913.3,,386207,386974,+,taurine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,Q47538,Op188
b0367,tauC,NC_000913.3,,386971,387798,+,taurine ABC transporter membrane subunit,Inorganic ion transport and metabolism,Q47539,Op188
b0368,tauD,NC_000913.3,,387795,388646,+,taurine dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",P37610,Op188
b0369,hemB,NC_000913.3,,388753,389727,-,porphobilinogen synthase,Coenzyme transport and metabolism,P0ACB2,Op189
b4580,yaiT,NC_000913.3,,390251,391708,+,putative autotransporter YaiT,Cell wall/membrane/envelope biogenesis,,Op190
b4767,ytiB,NC_000913.3,,391592,391648,-,protein YtiB,No COG annotation,UPI00107E63D1,Op16
b0372,insF2,NC_000913.3,,391739,392605,-,IS3 element protein InsF,"Replication, recombination and repair",P0CF79,Op191
b0373,insE2,NC_000913.3,,392602,392901,-,IS3 element protein InsE,"Replication, recombination and repair",P0CF66,Op191
b0375,iprA,NC_000913.3,,394506,395129,+,putative DNA-binding transcriptional regulator IprA,Transcription,P0AAP5,Op192
